11286,5395
11286,2622
11286,2423
11286,312
12599,1312
6202,1312
4058,1312
2509,1312
1312,17150
1312,16987
1312,2622
1312,312
13253,9813
9813,3391
9813,779
7330,9813
7295,9813
5697,9813
5045,9813
3459,9813
2721,9813
2288,9813
16446,6078
16446,5395
16446,2622
16446,2423
16446,312
14273,8982
13968,8982
12317,8982
10571,8982
8982,472
5697,8982
2288,8982
6898,5045
6898,535
2288,6898
16275,1751
12317,1751
2721,1751
2288,1751
1751,14273
1751,12799
1751,9813
1751,5395
15430,11881
12599,11881
11881,15430
11881,12402
11881,11713
11855,11881
9665,11881
5056,11881
10,11881
12659,4389
12226,12659
4389,12659
13968,11184
11184,12799
11184,9813
11184,3391
11184,1751
11184,472
2288,11184
13968,7341
13271,7341
12599,7341
11184,7341
7341,3391
7341,472
7295,7341
6202,7341
5697,7341
5032,4051
4926,7341
4389,7341
2288,7341
779,7341
472,7341
15301,312
16987,7831
16436,7831
14273,7831
14183,7831
13968,7831
12799,7831
12317,7831
11288,7831
11267,7831
10571,7831
10129,7831
7831,12799
7831,7330
7831,6202
7831,3391
7831,2423
7831,1074
7831,472
7831,312
7295,7831
6202,7831
5697,7831
2721,7831
2622,7831
2288,7831
1622,7831
1564,7831
13871,4943
4943,312
10120,12799
10120,12599
10120,5045
10120,1388
16446,6430
2380,6430
312,6430
16987,5329
16446,5329
16436,5329
15613,5329
15301,5329
14273,5329
13968,5329
11286,5329
10571,5329
6202,5329
6078,5329
5872,5329
5649,5329
5329,7831
2622,5329
2423,5329
2288,5329
1564,5329
1312,5329
1074,5329
16446,6745
16275,6745
14194,6745
12226,6745
11288,6745
11184,6745
9813,6745
7831,6745
6745,5395
6745,312
5872,6745
5045,6745
4926,6745
2288,6745
2138,6745
1564,6745
1531,6745
1388,6745
1036,6745
14194,13011
13011,10689
13011,10571
13011,9813
13011,8630
13011,7831
13011,7341
13011,6745
13011,5649
13011,5395
13011,5329
13011,312
11288,13011
6202,13011
3459,13011
2721,13011
2288,13011
13948,6430
13948,5045
13948,535
14273,4167
11288,4167
4167,12799
4167,12317
4167,6745
4167,1312
4167,1074
1943,6202
11184,8284
8284,5395
8284,4943
8284,312
3631,8284
10120,5751
5751,15430
5751,11881
4058,5751
12659,5573
12226,5573
4389,5573
3631,5573
14273,970
13968,970
13942,970
13253,970
13011,970
12599,970
12226,970
11288,970
8989,970
8284,970
7469,970
7330,970
7295,970
6202,970
5697,970
4943,970
4051,970
3459,970
3283,970
3147,970
2721,970
2288,970
1751,970
970,14183
970,10129
970,8982
970,5032
970,4167
970,3631
970,3391
970,1751
970,472
970,312
779,970
8280,132
6246,132
132,7330
132,5045
132,1531
132,1312
132,970
11713,477
11288,477
11184,477
10129,477
9813,477
8814,477
8284,477
7831,477
7469,477
4051,477
3459,477
3147,477
2721,477
2380,477
1036,477
970,477
477,13271
477,7341
477,6745
477,5045
477,3391
472,477
17505,1531
4766,12799
4766,6745
4766,6202
4766,312
3907,17505
3907,1622
3907,1531
